organization,labor_hours,status,licenses,date_created
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),24213.6,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),5639.2,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),58793.6,Production,['GPL-2.0'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),997621.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),2416.8,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2705.6,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),68460.8,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),46876.8,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),775.2,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),68460.8,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),2340.8,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),106.4,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),18635.2,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),1281025.6,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),409913.6,Production,['GPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3298.4,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),310733.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),8451.2,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),405900.8,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),213088.8,Production,['Other'],2017-10-25
Argonne National Laboratory (ANL),138928.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),714.4,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),3149576.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),144856.0,Production,['GPL-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),252776.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),2553.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),17449.6,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),46603.2,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),927.2,Production,['MIT'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),138532.8,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),405900.8,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),24198.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3283.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),252776.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),767204.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),7037.6,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['LGPL-2.1'],2017-10-25
Argonne National Laboratory (ANL),738613.6,Production,['BSD-2-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),36723.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1281025.6,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),25384.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),1276.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),78644.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),15017.6,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),314837.6,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),5745.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),28576.0,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),77748.0,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),18164.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),7569.6,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),11552.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),4681.6,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),2052.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),279938.4,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),17343.2,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),97432.0,Production,['BSD-3-Clause'],2017-10-25
Pacific Northwest National Laboratory (PNNL),118225.6,Production,['Apache-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),61392.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),592.8,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),6536.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1033.6,Production,['GPL-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),7296.0,Production,['Apache-2.0'],2017-10-25
Sandia National Laboratories (SNL),98252.8,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),364222.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-3.0'],2017-10-25
National Renewable Energy Laboratory (NREL),3149576.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8709.6,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),50844.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),1748.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),43426.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),592.8,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),243.2,Production,['Other'],2017-10-25
Argonne National Laboratory (ANL),128637.6,Production,['LGPL-3.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),562.4,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),64448.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),11445.6,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),64448.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),64448.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),365727.2,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),33865.6,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),2872.8,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3906.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),450421.6,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),638.4,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),1094.4,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),532.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),5016.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),1281025.6,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),24396.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8040.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),269587.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),76.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),10047.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),22450.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),4894.4,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),290867.2,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),136.8,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),24289.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),896.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),26934.4,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1281025.6,Production,['GPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),225005.6,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),17510.4,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),1216.0,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),34488.8,Production,['MIT'],2017-10-25
Brookhaven National Laboratory (BNL),131008.8,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),270879.2,Production,['MIT'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),19167.2,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1900.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),760.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3030135.2,Production,['GPL-3.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),2021.6,Production,['GPL-2.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),1656.8,Production,['GPL-3.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),60830.4,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),40736.0,Production,['MIT'],2017-10-25
Oak Ridge National Laboratory (ORNL),92902.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),192477.6,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),4772.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3602.4,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),75817.6,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),15139.2,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),5517.6,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),98252.8,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),66758.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),3967.2,Production,['Apache-2.0'],2017-10-25
Sandia National Laboratories (SNL),491233.6,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),222254.4,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),399334.4,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),364222.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2002235.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),46998.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),4301.6,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),6490.4,Production,['BSD-3-Clause'],2017-10-25
Contractor (CONTR),113452.8,Production,['BSD-3-Clause'],2017-10-25
Pacific Northwest National Laboratory (PNNL),38592.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),588726.4,Production,['BSD-3-Clause'],2017-10-25
Idaho National Laboratory (INL),1085021.6,Production,['LGPL-2.1'],2017-10-25
Pacific Northwest National Laboratory (PNNL),27724.8,Production,['Apache-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),647474.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),6232.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1930.4,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),6308.0,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),699.2,Production,['GPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),334.4,Production,['GPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),169312.8,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),6186.4,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1033.6,Production,['GPL-2.1'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),20702.4,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),81031.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),3252.8,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),26280.8,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),304.0,Production,['Apache-2.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),31631.2,Production,['GPL-3.0'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),16233.6,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),2888.0,Production,['Other'],2017-10-25
Thomas Jefferson National Accelerator Facility (TJNAF),70041.6,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),304.0,Production,['Other'],2017-10-25
Contractor (CONTR),113817.6,Production,['BSD-3-Clause'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),17358.4,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),1869.6,Production,['Other'],2017-10-25
Contractor (CONTR),6444.8,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),5654.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),15139.2,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),5198.4,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),9272.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1824.0,Production,['LGPL-2.1'],2017-10-25
Argonne National Laboratory (ANL),15291.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2082.4,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),41389.6,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),3131.2,Production,['Apache-2.0'],2017-10-25
Sandia National Laboratories (SNL),79693.6,Production,['BSD-2-Clause'],2017-10-25
Sandia National Laboratories (SNL),370393.6,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),46664.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),61651.2,Production,['MIT'],2017-10-25
Sandia National Laboratories (SNL),15032.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Contractor (CONTR),561214.4,Production,['Other'],2017-10-25
Contractor (CONTR),243.2,Production,['Other'],2017-10-25
Contractor (CONTR),268842.4,Production,['GPL-2.0'],2017-10-25
Contractor (CONTR),243.2,Production,['Other'],2017-10-25
Contractor (CONTR),4636.0,Production,['Other'],2017-10-25
Contractor (CONTR),228.0,Production,['MIT'],2017-10-25
Contractor (CONTR),790.4,Production,['BSD-2-Clause'],2017-10-25
Contractor (CONTR),6444.8,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),94012.0,Production,['Other'],2017-10-25
Contractor (CONTR),45.6,Production,['Other'],2017-10-25
Contractor (CONTR),0.0,Production,['Other'],2017-10-25
Contractor (CONTR),551957.6,Production,['MIT'],2017-10-25
Ames Laboratory (AMES),167412.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2295.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),50388.0,Production,['Other'],2017-10-25
Contractor (CONTR),243.2,Production,['Other'],2017-10-25
Contractor (CONTR),4636.0,Production,['Other'],2017-10-25
Contractor (CONTR),5608.8,Production,['MIT'],2017-10-25
Contractor (CONTR),1763.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Apache-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),41602.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),3100.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),10032.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),7630.4,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),767204.8,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),8436.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),243.2,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),304.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),31600.8,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1763.2,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1915.2,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Argonne National Laboratory (ANL),159980.0,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),19258.4,Production,['GPL-3.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),1276.8,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),56878.4,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),1743379.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),3754.4,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),54856.8,Production,['BSD-3-Clause'],2017-10-25
Pacific Northwest National Laboratory (PNNL),104226.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),589045.6,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),13756.0,Production,['Other'],2017-10-25
Argonne National Laboratory (ANL),9986.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),34899.2,Production,['GPL-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),39793.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),592.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),18194.4,Production,['Other'],2017-10-25
Idaho National Laboratory (INL),23043.2,Production,['LGPL-2.1'],2017-10-25
Los Alamos National Laboratory (LANL),31342.4,Production,['Apache-2.0'],2017-10-25
Thomas Jefferson National Accelerator Facility (TJNAF),5897.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),36814.4,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),288.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),155587.2,Production,['GPL-3.0'],2017-10-25
Los Alamos National Laboratory (LANL),5168.0,Production,['GPL-3.0'],2017-10-25
Los Alamos National Laboratory (LANL),5168.0,Production,['GPL-3.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),13786.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),532.0,Production,['Other'],2017-10-25
Ames Laboratory (AMES),31874.4,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),11658.4,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),6292.8,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),4772.8,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),7068.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),2568.8,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),3024.8,Production,['LGPL-3.0'],2017-10-25
National Renewable Energy Laboratory (NREL),11536.8,Production,['Apache-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),70376.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),988.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),170893.6,Production,['GPL-2.1'],2017-10-25
Ames Laboratory (AMES),15762.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),45128.8,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1246.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),0.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),136.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),97432.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),119700.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),23985.6,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),204652.8,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),22298.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),83235.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),10396.8,Production,['BSD-2-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),35096.8,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),70239.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),152.0,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3085.6,Production,['BSD-2-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),91.2,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),152.0,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),2401.6,Production,['LGPL-2.1'],2017-10-25
Oak Ridge National Laboratory (ORNL),3085.6,Production,['Apache-2.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),773132.8,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),775.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),486.4,Production,['BSD-3-Clause'],2017-10-25
National Energy Technology Laboratory (NETL),7220.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),801480.8,Production,['LGPL-2.1'],2017-10-25
Los Alamos National Laboratory (LANL),38319.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),851.2,Production,['Apache-2.0'],2017-10-25
