organization,labor_hours,status,licenses,date_created
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-23
Oak Ridge National Laboratory (ORNL),0.0,Production,['BSD-3-Clause'],2020-07-24
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-24
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-24
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-24
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-24
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-24
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-24
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['Apache-2.0'],2020-07-27
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['MIT'],2020-07-27
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2020-07-27
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-3.0'],2020-07-27
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['MIT'],2020-07-27
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2020-07-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-07-30
Oak Ridge National Laboratory (ORNL),0.0,Development,['BSD-3-Clause'],2020-07-30
Oak Ridge National Laboratory (ORNL),0.0,Development,['BSD-3-Clause'],2020-07-31
National Renewable Energy Laboratory (NREL),0.0,Development,['BSD-3-Clause'],2020-07-31
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Argonne National Laboratory (ANL),0.0,Development,['Other'],2020-08-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['BSD-2-Clause'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Pacific Northwest National Laboratory (PNNL),0.0,Development,['Other'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-04
Oak Ridge National Laboratory (ORNL),0.0,Production,['Apache-2.0'],2020-08-07
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['Apache-2.0'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-10
National Renewable Energy Laboratory (NREL),0.0,Production,['BSD-3-Clause'],2020-08-10
National Renewable Energy Laboratory (NREL),0.0,Production,['BSD-3-Clause'],2020-08-12
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['Apache-2.0'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-13
Pacific Northwest National Laboratory (PNNL),0.0,Development,[],2020-08-17
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['BSD-2-Clause'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['BSD-2-Clause'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-18
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['BSD-3-Clause'],2020-08-18
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['BSD-3-Clause'],2020-08-18
Pacific Northwest National Laboratory (PNNL),0.0,Development,['BSD-2-Clause'],2020-08-19
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['BSD-3-Clause'],2020-08-20
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['BSD-3-Clause'],2020-08-20
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['BSD-3-Clause'],2020-08-20
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['BSD-3-Clause'],2020-08-20
National Renewable Energy Laboratory (NREL),0.0,Production,['BSD-3-Clause'],2020-08-20
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-21
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-25
Argonne National Laboratory (ANL),0.0,Development,['BSD-3-Clause'],2020-08-25
Argonne National Laboratory (ANL),0.0,Development,['BSD-3-Clause'],2020-08-25
Pacific Northwest National Laboratory (PNNL),0.0,Production,['BSD-2-Clause'],2020-08-25
National Renewable Energy Laboratory (NREL),0.0,Production,['BSD-3-Clause'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-26
SLAC National Accelerator Laboratory (SLAC),0.0,Development,[],2020-08-26
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-28
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-08-31
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-03
Sandia National Laboratories (SNL),0.0,Production,[],2020-09-04
Sandia National Laboratories (SNL),0.0,Production,[],2020-09-04
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2020-09-04
Sandia National Laboratories (SNL),0.0,Production,['Other'],2020-09-04
Sandia National Laboratories (SNL),0.0,Development,['Other'],2020-09-04
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-08
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-09
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['MIT'],2020-09-10
